temperatura,vacuo,energia
28.17,63.13,439.94
15.84,52.72,464.93
6.99,39.37,487.18
30.53,65.18,437.89
18.35,57.76,458.41
19.94,61.87,445.97
26.71,76.86,437.31
28.55,69.84,432.7
26.63,43.77,440.95
35.1,68.27,426.3
16.96,52.9,460.2
29.97,67.9,434.14
24.67,61.5,437.37
21.03,69.05,444.35
24.45,65.12,445.01
10.03,43.72,473.26
30.71,68.24,429.41
30.97,67.69,425.35
15.83,41.67,464.93
14.29,46.18,464.73
20.84,65.06,445.74
27.32,76.09,443.13
21.62,58.59,445.92
23.51,48.98,454.06
9.53,44.03,471.23
28.4,59.27,441.64
22.56,70.98,440.81
32.49,71.32,433.59
10.44,37.83,474.42
22.67,60.77,444.43
25.79,67.17,440.75
23.68,49.02,440.68
23.18,72.99,439.12
21.28,44.05,444.56
16.09,50.59,463.64
14.94,42.77,462.67
21.32,45.01,452.75
20.13,47.03,459.15
24.16,65.06,442.32
15.52,41.93,471.97
22.95,63.94,447.13
20.3,44.9,457.6
31.12,68.94,431.92
13.22,44.92,471.43
21.69,69.94,443.67
30.26,59.22,442.98
17.37,40.55,460.97
27.97,66.17,441.7
24.29,57.5,449.98
31.58,66.54,429.73
21.31,69.05,440.97
25.77,59.39,438.64
15.08,42.77,461.68
15.12,48.92,462.59
19.65,63.91,444.9
26.24,77.95,438.01
18.6,60.1,453.94
23.22,59.15,443.7
25.72,72.39,432.77
22.72,50.05,444.43
27.02,61.86,442.67
8.75,40.22,482.8
15.76,44.89,459.67
24.61,69.68,438.51
21.83,63.13,443.41
27.5,68.24,430.9
22.79,71.77,435.53
13.42,48.04,461.36
12.52,42.34,464.71
11.34,45.17,472.13
14.62,46.18,462.26
29.34,74.34,430.57
24.51,68.63,447.66
13.17,38.91,470.63
22.45,41.54,460.07
34.18,67.9,425.5
32.42,75.08,436.26
5.37,38.68,487.07
17.75,49.78,452.02
17.32,42.24,472.33
19.05,59.21,451.0
14.51,53.82,463.17
28.73,68.3,434.15
21.28,70.72,445.54
19.8,67.71,446.03
9.22,40.92,474.51
12.68,45.01,448.69
21.47,58.79,446.33
11.57,44.63,469.64
25.21,69.48,436.02
20.54,49.15,458.6
20.21,54.9,454.23
23.57,70.04,437.53
16.15,41.85,466.56
14.46,44.78,459.31
14.08,40.73,461.58
26.38,71.58,434.26
18.81,61.87,448.49
14.13,40.75,471.44
23.3,72.99,437.62
31.87,71.22,437.0
13.48,40.73,463.6
25.65,68.08,435.91
19.36,68.61,454.5
14.81,43.69,470.71
19.58,52.9,458.28
17.62,43.69,465.93
25.14,69.13,433.95
13.26,41.74,473.44
13.63,43.5,468.28
17.47,58.16,456.97
13.67,40.71,467.62
25.26,52.3,442.76
25.96,60.95,444.19
23.89,70.04,433.71
30.13,78.05,434.14
11.17,39.72,474.64
22.11,59.44,448.15
10.62,39.96,470.8
22.21,61.87,446.62
27.48,61.41,452.24
17.83,44.92,458.42
21.16,50.66,455.86
17.14,41.66,463.38
18.8,44.78,462.79
18.87,60.07,453.27
19.79,51.19,447.96
17.3,47.45,448.79
24.04,60.77,442.25
7.45,43.13,485.6
8.99,41.26,476.09
25.75,60.95,443.73
24.2,60.77,439.13
9.96,42.03,477.85
12.72,40.64,475.73
23.76,58.41,445.85
23.78,69.71,443.06
10.05,37.14,474.16
8.01,40.62,476.22
22.07,69.94,440.09
19.64,56.65,456.03
23.49,64.63,450.28
26.37,69.84,428.6
17.03,58.49,460.48
32.18,65.74,435.58
20.48,51.43,448.03
30.07,70.98,437.55
11.86,40.27,474.57
18.77,58.66,454.54
6.75,39.9,484.05
8.94,43.13,483.63
26.45,75.6,436.89
25.88,71.73,430.86
27.92,68.3,437.28
27.29,62.66,439.58
22.02,64.45,454.9
14.21,39.16,473.87
6.76,39.81,483.16
30.47,77.3,434.68
15.48,44.99,463.92
23.78,60.27,441.56
24.63,59.57,440.67
18.22,39.63,465.78
21.31,58.66,451.96
22.63,58.96,451.41
17.44,44.88,465.72
25.6,63.9,451.44
8.61,43.8,478.25
17.68,39.08,454.18
24.49,60.27,440.87
15.27,38.73,465.99
9.47,41.4,480.79
28.57,69.34,439.46
7.9,43.79,485.26
18.41,65.94,452.66
29.22,60.23,436.32
27.04,73.67,431.1
7.45,39.61,478.89
11.75,41.2,475.35
23.83,71.37,443.29
33.3,80.18,430.16
29.98,47.93,438.79
5.21,35.79,485.17
27.35,77.95,431.72
7.79,42.03,477.26
33.12,68.31,441.13
25.97,68.12,437.11
5.78,45.87,483.27
27.72,69.88,434.02
9.34,41.49,471.04
18.1,45.0,465.46
25.27,67.07,445.81
22.44,63.86,447.3
15.8,41.1,465.87
26.05,44.89,443.18
30.91,79.74,433.84
28.92,66.51,439.09
23.87,50.39,452.59
14.68,41.23,469.25
29.89,71.29,431.45
10.63,42.28,474.97
9.55,40.72,481.08
13.7,34.03,470.2
10.42,39.96,470.81
5.71,40.77,485.75
27.59,71.97,437.33
26.84,71.94,427.2
22.8,73.17,437.98
30.28,74.67,428.27
20.0,39.53,456.28
18.61,67.71,443.57
14.1,42.74,466.1
15.77,39.82,468.78
20.13,47.03,459.15
28.26,72.43,426.2
11.67,41.93,476.1
25.21,70.04,432.93
20.04,48.92,447.89
26.22,69.89,433.61
7.53,41.16,475.7
10.11,44.85,478.71
28.55,65.27,437.62
10.11,42.49,483.56
13.5,45.51,469.08
24.35,58.49,445.6
21.04,50.32,446.33
29.88,68.08,429.33
12.24,34.03,474.18
10.96,41.93,473.28
13.83,40.78,458.85
29.34,70.94,433.57
33.8,64.96,427.28
18.53,63.91,440.64
14.58,42.99,468.43
30.08,68.14,425.27
13.68,41.7,464.46
8.99,36.3,478.95
5.21,35.79,485.17
31.87,67.32,435.47
17.68,40.89,462.08
13.77,42.86,471.38
25.28,67.69,445.34
17.76,40.55,461.8
21.39,58.05,449.76
16.94,49.64,459.25
25.65,78.92,434.78
13.98,40.71,474.46
26.86,71.32,430.44
23.99,58.62,449.4
22.42,71.77,435.06
23.83,49.21,446.23
17.08,58.86,449.98
18.87,52.05,458.64
25.36,74.99,440.25
27.62,68.27,427.67
9.11,40.02,479.03
22.77,70.32,440.67
22.5,70.94,442.4
20.84,51.19,448.98
13.77,42.86,471.38
32.11,78.05,431.31
22.75,58.86,448.32
24.22,61.86,442.65
27.51,71.32,433.16
22.08,69.94,441.57
8.72,36.25,479.94
11.42,40.35,478.7
23.72,58.62,447.13
19.35,39.39,465.28
12.85,40.0,463.74
28.31,70.32,432.5
27.54,75.6,440.87
9.51,38.38,474.93
27.87,70.79,428.41
23.78,49.3,439.83
10.17,41.46,482.36
15.09,39.52,469.8
29.62,70.02,439.35
30.35,71.32,434.62
13.63,43.22,464.62
8.83,43.56,482.43
21.48,47.43,449.2
21.44,63.09,444.19
23.61,49.16,443.5
21.9,57.76,449.95
25.41,65.12,442.86
24.26,47.93,439.16
16.0,48.78,458.27
7.57,37.49,481.98
23.94,63.21,440.15
10.03,43.13,482.16
5.71,40.77,487.48
32.86,68.51,432.38
18.9,56.03,457.66
24.48,50.23,456.02
26.92,68.27,435.17
28.57,51.43,450.04
7.64,38.18,484.45
12.51,41.92,468.41
26.26,73.06,435.41
29.41,64.05,444.82
12.88,44.0,470.31
13.97,40.24,467.93
20.25,44.78,462.44
13.58,44.47,467.15
23.68,59.27,440.44
13.98,41.79,457.12
24.42,66.56,434.18
8.26,40.96,485.73
23.73,63.94,441.78
25.46,56.89,443.5
16.31,42.28,466.49
22.35,54.42,454.72
16.62,39.99,463.74
13.04,40.69,473.49
12.68,41.16,464.93
23.46,57.85,444.66
15.91,38.62,462.25
22.1,74.87,442.83
28.01,44.89,444.76
23.76,58.41,445.85
25.64,70.72,441.68
16.64,39.64,463.49
15.29,41.1,467.99
16.06,47.45,450.62
13.73,41.92,466.29
16.54,42.86,465.26
16.0,43.34,461.7
24.48,69.45,435.74
27.83,72.29,445.73
7.5,38.06,485.98
12.85,41.14,464.86
30.01,68.27,428.6
24.39,70.72,442.04
32.48,69.89,434.13
7.01,37.8,483.95
21.34,51.61,452.0
16.22,37.87,461.06
27.55,63.13,440.75
18.24,59.15,449.48
17.04,40.12,458.1
14.22,42.32,465.0
13.08,39.82,476.96
6.93,39.81,484.98
30.89,74.87,432.68
24.7,44.57,444.65
14.16,44.58,473.22
23.56,67.79,441.29
11.18,37.5,472.02
25.72,72.39,432.77
27.38,70.04,428.88
33.37,79.05,430.42
19.95,50.59,459.27
17.78,50.66,456.11
31.1,71.32,437.54
25.32,71.94,435.06
17.08,38.58,461.49
29.25,67.32,437.94
28.18,71.85,427.83
26.37,70.79,428.5
22.43,63.76,442.85
20.53,54.9,454.67
30.26,59.22,442.98
23.48,66.44,443.21
5.06,40.64,483.73
10.03,43.13,482.16
13.08,39.82,476.96
24.33,60.32,445.36
13.82,41.62,454.88
24.78,58.46,442.42
23.4,72.99,438.51
17.57,44.06,459.73
30.09,69.48,435.2
13.94,44.84,468.06
29.97,69.14,433.82
25.09,65.38,453.58
16.48,41.35,465.64
30.66,70.98,435.66
10.8,40.22,478.21
20.36,60.1,454.25
31.94,74.99,440.17
20.28,63.86,447.26
29.38,73.42,445.42
17.52,44.05,455.72
13.93,40.24,469.25
18.18,67.71,449.24
13.77,47.83,466.07
11.2,35.76,473.33
22.66,69.84,439.06
17.22,36.71,465.32
12.52,71.14,463.22
29.77,69.48,432.69
14.08,40.1,469.33
10.36,43.67,477.23
22.43,63.21,447.98
24.91,58.69,435.96
19.0,58.95,451.96
32.38,67.17,438.67
25.14,73.67,430.89
12.24,49.83,466.83
10.75,45.0,481.96
29.33,52.84,438.25
13.0,39.85,477.71
12.25,44.58,475.24
23.25,63.78,448.82
12.75,42.34,465.44
28.17,72.43,428.88
14.85,38.91,467.42
27.93,73.68,435.95
10.72,41.38,478.29
15.95,49.25,463.4
24.91,71.29,437.03
25.54,61.08,448.57
22.95,63.94,447.13
16.92,50.9,460.86
25.45,70.04,430.2
30.69,69.89,431.01
10.53,37.5,472.32
15.8,40.66,458.55
29.29,72.58,428.73
21.69,47.45,447.06
29.25,69.98,430.45
25.64,68.14,437.63
16.47,44.89,459.69
19.13,66.86,453.31
8.11,41.92,483.52
16.96,52.9,460.2
9.98,41.01,466.05
19.8,49.15,461.78
22.49,62.96,447.48
10.36,37.83,472.62
26.47,69.51,433.89
9.96,42.03,477.85
32.38,77.24,430.96
15.55,43.02,466.2
25.65,43.77,444.01
28.22,76.2,437.62
31.88,66.44,427.83
12.65,44.34,473.46
12.88,40.64,474.58
25.9,48.92,443.8
21.6,66.86,450.84
19.95,58.46,447.1
23.76,74.22,437.47
29.19,67.51,446.97
11.6,40.69,474.99
23.82,44.89,445.45
8.57,40.69,485.18
25.42,59.04,444.51
6.76,39.22,487.08
26.41,68.24,428.52
11.73,40.64,477.06
18.55,61.87,450.73
33.11,77.54,431.77
22.58,52.3,445.6
15.59,52.75,458.87
8.57,41.17,484.2
5.54,41.38,490.07
27.22,69.04,440.85
13.9,40.2,464.17
21.87,61.45,445.21
32.13,69.98,431.84
3.94,39.9,488.81
21.48,61.27,450.88
12.75,42.34,465.44
26.37,69.84,428.6
15.58,40.66,460.61
7.72,41.14,478.34
32.15,72.29,435.71
22.84,50.05,442.85
12.74,49.83,466.09
24.43,67.25,436.5
15.46,44.88,461.2
26.17,70.47,434.56
20.87,57.19,445.95
24.02,77.54,438.52
29.12,66.51,432.88
25.95,73.77,432.21
28.15,72.24,431.75
25.92,50.16,440.98
23.59,47.43,447.36
16.58,46.18,463.51
16.9,44.88,466.8
27.63,71.98,426.0
21.36,59.54,446.09
8.3,43.13,484.07
31.02,70.4,431.37
5.68,40.35,486.79
21.91,70.32,439.29
28.29,61.86,438.25
26.92,78.92,434.64
27.74,70.32,433.47
9.42,41.4,472.99
28.11,77.95,432.98
19.93,62.1,450.57
17.57,44.06,459.73
28.07,61.47,442.59
13.86,37.85,469.94
25.66,71.77,429.25
19.65,51.3,452.5
25.24,68.28,435.9
28.62,68.24,428.08
26.2,71.73,434.08
22.44,63.47,444.65
32.46,74.33,427.87
24.0,58.05,447.16
15.94,44.85,462.54
27.24,44.89,442.84
27.01,43.21,434.09
17.82,65.48,449.21
6.71,40.72,483.11
15.57,38.78,463.47
30.9,73.68,430.29
29.3,68.08,434.11
29.82,66.51,439.17
27.63,71.98,426.0
29.63,66.75,433.26
28.18,60.07,441.61
5.42,41.38,491.38
19.82,58.16,455.5
19.66,45.01,453.45
6.58,40.67,494.84
25.13,51.95,447.7
12.24,44.92,473.26
23.27,64.69,438.08
28.61,69.75,440.53
15.63,41.79,455.24
11.65,41.54,476.4
18.94,48.7,451.38
27.06,70.47,430.82
25.89,74.22,433.73
15.03,42.44,464.91
15.84,41.04,456.21
26.09,58.41,438.86
30.01,69.13,425.75
30.86,70.32,433.71
26.77,64.45,449.1
9.13,39.04,483.24
19.64,48.06,455.27
25.08,58.49,446.9
21.8,51.3,450.25
23.25,72.99,438.51
9.04,44.68,479.53
29.77,69.98,430.65
26.12,75.6,439.68
30.13,68.94,441.78
32.33,69.68,439.79
17.35,42.86,465.16
18.41,42.44,463.2
2.8,39.64,482.66
20.97,61.87,446.76
29.95,73.42,432.81
23.6,57.17,446.05
12.85,40.0,463.74
21.04,74.87,443.44
7.55,38.08,485.49
14.57,44.84,464.58
16.26,44.89,456.86
10.1,41.4,474.28
28.28,61.86,439.65
25.69,73.18,432.82
8.02,39.04,479.53
17.29,44.06,461.38
27.21,68.12,435.2
22.74,61.87,444.59
23.84,63.47,444.48
17.89,44.78,457.74
26.45,71.37,438.36
26.47,47.43,439.4
4.97,42.85,482.98
9.6,42.03,474.65
22.3,50.78,449.86
23.63,71.29,442.65
12.32,43.69,471.6
21.39,52.3,447.77
21.5,50.59,453.8
26.24,49.82,452.41
32.57,65.74,440.56
12.39,40.75,475.96
7.69,38.06,483.54
22.87,74.22,438.67
11.43,44.78,471.09
23.25,51.86,450.22
18.94,48.7,451.38
26.56,56.57,442.74
33.11,69.75,437.19
23.62,67.45,439.45
15.59,52.05,456.07
29.83,62.66,438.71
8.57,39.69,474.29
18.21,62.26,455.88
27.24,66.75,433.65
7.99,36.08,481.35
30.24,69.88,436.37
24.66,63.73,444.37
17.7,38.52,455.5
10.77,41.46,479.22
24.6,63.78,448.65
17.42,44.06,456.57
16.57,63.31,454.78
15.51,41.76,463.82
10.27,42.34,474.55
25.35,71.98,435.72
21.34,59.8,450.74
23.29,68.51,441.17
13.0,39.85,477.71
5.37,38.68,487.07
33.3,80.18,430.16
20.27,63.56,446.93
16.56,42.99,464.62
7.7,40.72,482.79
13.9,39.54,471.16
21.84,64.69,450.25
19.13,40.79,457.83
27.5,59.54,438.81
11.76,41.58,465.45
19.46,66.86,454.89
25.09,65.38,453.58
25.69,72.43,429.99
30.44,56.24,429.34
23.86,63.77,440.58
15.66,41.35,463.57
17.05,44.88,459.63
10.39,39.69,473.0
8.67,36.66,480.38
15.29,44.88,463.32
23.0,60.37,437.6
14.28,39.39,469.92
25.06,52.36,454.13
15.28,43.71,463.44
9.51,39.22,474.12
25.31,67.9,440.36
28.71,70.32,435.95
27.33,73.18,429.38
29.7,57.35,433.27
29.17,64.79,441.2
32.55,70.94,432.07
18.75,41.1,458.31
12.32,41.62,455.71
31.01,69.04,442.07
19.09,39.39,466.13
11.7,25.36,470.88
24.67,63.56,446.3
15.8,41.2,468.55
21.81,63.77,444.52
13.38,40.12,468.15
10.34,41.74,480.84
27.45,66.25,437.37
28.68,73.77,431.66
15.72,56.89,456.33
9.26,39.61,480.38
12.68,41.4,466.64
23.37,70.94,441.56
22.25,66.54,437.19
27.76,69.4,430.68
26.73,77.95,434.76
13.93,40.24,469.25
21.75,65.12,452.89
35.03,68.27,426.22
14.88,41.66,468.55
6.06,41.17,489.62
17.78,50.66,456.11
10.87,44.71,484.63
26.93,59.54,437.58
15.85,46.18,462.88
27.16,71.32,430.53
19.72,65.94,446.84
14.33,43.41,462.94
23.56,66.49,441.92
28.14,51.43,445.33
28.01,73.18,431.02
16.37,39.99,464.69
28.18,64.84,443.65
11.85,42.07,467.25
15.64,44.21,462.42
25.26,61.08,447.46
18.6,68.28,446.98
22.61,44.05,443.45
14.38,40.66,463.1
7.2,40.35,484.9
17.18,40.55,461.73
10.09,37.14,473.66
24.44,52.84,440.2
7.77,41.82,479.4
16.81,42.86,464.36
13.45,42.44,473.96
22.53,60.95,449.43
28.32,77.95,436.97
32.74,68.31,441.66
17.4,44.58,468.01
27.51,73.77,436.91
21.82,58.66,452.16
26.96,72.58,429.03
26.03,69.68,449.54
10.7,44.77,484.94
8.25,43.14,479.95
30.71,64.05,438.42
13.23,42.34,462.21
16.58,43.99,458.67
22.36,51.43,442.53
13.52,39.39,474.82
27.54,66.93,450.22
20.99,50.78,449.07
29.06,72.86,432.12
31.12,68.14,427.06
18.97,43.43,453.2
10.27,52.75,470.76
22.44,63.47,444.65
31.04,68.31,441.56
27.65,67.07,439.03
10.1,41.4,474.28
26.24,77.95,438.01
28.48,54.2,440.55
21.75,45.09,452.84
12.41,41.44,472.06
25.13,57.69,437.8
8.07,41.17,484.54
29.28,74.33,426.53
3.94,39.9,488.81
20.35,56.53,456.04
16.76,48.14,456.31
23.44,62.52,447.19
5.35,35.79,483.2
25.93,66.56,433.25
31.07,73.5,432.06
10.48,40.0,478.86
7.55,43.65,481.61
24.2,59.07,441.93
32.78,71.22,438.77
7.26,40.69,474.91
32.89,73.68,426.46
22.64,59.27,446.2
7.52,41.66,483.28
23.63,65.59,440.56
18.16,39.99,463.69
26.51,44.57,445.32
11.35,40.66,466.55
26.25,66.56,436.3
21.33,58.46,445.27
9.99,36.71,475.85
9.28,41.38,486.18
32.45,66.44,429.99
21.07,67.07,446.05
14.28,37.2,467.44
11.55,40.6,475.14
24.26,69.51,442.56
32.82,68.31,441.06
24.43,59.87,441.61
12.35,40.8,476.88
15.29,38.73,468.62
33.34,69.88,437.84
27.63,71.98,426.0
13.21,40.03,469.75
16.37,36.99,463.76
30.12,69.71,435.85
3.96,35.47,489.68
32.09,79.74,432.85
26.05,56.85,438.59
9.05,36.3,479.43
15.26,41.2,467.98
27.82,52.84,440.31
23.95,51.86,449.81
26.58,70.98,434.41
24.43,67.25,436.5
29.58,76.2,433.91
22.21,61.87,446.62
13.86,50.59,467.23
23.19,60.75,439.43
25.76,57.32,440.26
21.81,60.27,441.85
25.84,69.14,431.35
21.84,45.09,450.88
25.31,61.5,437.03
18.16,43.96,465.26
28.41,61.47,442.54
24.82,66.48,433.62
24.23,59.04,443.06
33.68,68.14,427.53
24.8,64.63,447.82
12.14,40.83,474.82
18.77,58.66,454.54
29.53,70.79,426.85
30.09,76.2,434.68
21.4,68.28,450.22
6.29,40.78,478.29
25.71,71.14,432.46
11.78,39.96,472.79
24.93,73.5,437.35
4.47,35.19,487.43
13.83,42.86,470.21
27.26,73.18,429.92
11.02,43.02,478.81
26.63,74.22,434.25
21.9,57.76,449.95
27.32,66.54,431.33
5.68,40.35,486.79
24.61,62.96,445.79
18.99,59.27,453.4
31.38,70.83,431.33
31.07,73.5,432.06
14.35,49.83,462.54
16.11,44.92,460.99
26.16,63.76,437.24
13.79,45.08,469.55
25.65,68.08,435.91
25.32,71.94,435.06
20.86,51.3,449.67
21.84,59.39,442.11
5.56,45.87,476.61
20.84,59.8,451.13
23.81,57.5,448.72
17.67,45.09,457.67
16.71,40.55,464.13
26.09,58.41,438.86
24.25,74.93,445.44
14.98,39.58,467.77
23.51,48.98,454.06
20.79,50.66,454.78
24.9,58.49,444.19
15.71,44.06,465.05
22.56,70.98,440.81
13.46,39.85,472.5
10.67,40.56,482.36
21.65,56.89,445.93
23.36,73.18,435.85
26.65,73.18,437.7
22.35,57.76,453.74
8.67,36.66,480.38
26.23,59.14,437.85
26.38,65.12,441.07
17.11,49.78,453.22
30.03,67.9,426.13
26.13,47.93,441.28
12.93,36.71,472.42
26.76,49.02,439.4
29.91,74.33,430.26
9.86,41.01,467.37
23.29,62.91,444.61
28.73,50.05,436.35
6.3,39.33,489.95
7.36,40.07,489.45
21.93,61.45,443.91
20.21,69.94,447.06
9.61,39.04,483.86
10.15,41.14,473.56
27.03,65.12,441.62
22.07,69.94,440.09
15.52,42.86,467.12
28.16,70.4,434.01
31.68,74.16,434.61
10.77,41.44,479.19
20.27,57.76,450.71
14.81,43.69,470.71
12.11,38.28,469.93
18.59,39.54,462.56
23.81,73.17,438.11
22.07,69.94,440.09
22.52,67.32,443.49
12.71,43.02,475.38
26.25,52.09,450.53
14.2,40.92,460.42
5.81,45.87,479.66
20.25,58.33,448.93
6.89,43.65,484.0
23.38,54.42,451.87
19.72,66.51,458.07
12.88,44.34,474.94
20.46,54.2,448.1
28.4,74.93,442.23
27.52,66.25,438.51
30.51,60.75,435.57
31.16,69.88,433.24
25.9,59.54,439.36
20.45,59.8,452.96
28.01,64.69,440.23
20.86,57.32,446.48
33.01,68.67,433.94
25.14,63.47,443.93
24.78,50.16,448.51
10.76,44.58,483.54
28.53,49.3,438.17
9.18,42.44,480.49
16.22,46.36,460.73
27.16,56.85,437.4
29.09,67.07,429.93
11.25,40.67,480.49
18.13,60.1,455.82
10.52,41.01,466.75
23.57,61.47,435.82
18.53,48.98,452.73
10.14,45.01,473.56
15.95,49.25,463.4
19.94,44.63,455.58
18.04,44.85,463.31
23.73,61.02,442.22
15.46,44.6,459.62
21.06,62.91,455.22
8.58,40.72,480.96
24.47,70.94,436.29
24.57,51.95,448.15
31.41,64.44,439.3
13.77,43.13,468.45
31.35,68.67,433.73
25.6,63.9,451.44
13.44,37.85,469.89
11.64,41.44,478.99
16.98,63.09,450.55
11.85,42.07,467.25
17.97,65.94,448.88
7.87,41.17,486.2
5.49,38.5,490.84
13.75,40.66,461.81
10.99,44.63,473.29
13.03,41.26,466.02
20.03,69.45,441.54
7.99,41.38,487.57
14.26,44.47,465.22
5.49,40.81,487.36
23.84,59.87,441.94
26.89,70.32,435.56
28.44,69.84,426.69
30.84,66.75,432.03
13.94,47.83,465.13
12.28,39.96,468.0
10.52,41.01,466.75
20.6,65.12,452.86
31.15,67.45,431.97
9.38,44.77,473.9
13.2,44.9,468.92
10.86,37.5,473.75
27.78,73.56,436.5
12.82,41.58,464.07
22.56,48.92,445.07
19.8,58.79,449.66
3.94,39.9,488.81
8.72,40.72,485.3
8.42,42.28,481.91
20.08,49.69,453.54
20.29,63.09,448.22
14.66,42.77,463.6
9.51,40.46,471.32
14.2,40.92,460.42
21.02,61.5,448.08
9.63,41.14,469.73
26.51,50.05,440.22
28.91,58.33,437.53
32.17,73.21,430.64
17.37,41.23,461.08
12.61,41.58,463.36
25.79,67.17,440.75
14.12,39.52,472.32
21.49,61.27,450.07
9.73,40.22,481.42
14.85,44.63,460.06
27.15,73.9,433.09
17.19,37.2,468.4
27.23,66.48,432.55
33.11,69.75,437.19
15.29,25.88,464.25
30.68,71.25,433.47
17.9,43.72,452.55
27.21,64.05,442.37
13.26,41.78,467.78
22.43,55.97,443.74
31.01,73.5,432.41
25.65,69.23,435.25
26.33,64.45,450.67
23.58,49.3,440.44
24.0,75.23,443.78
22.2,57.17,447.75
21.96,58.79,447.31
14.65,44.84,467.18
29.47,71.32,437.14
6.67,36.08,486.52
18.79,49.15,458.75
24.39,58.41,445.39
28.14,65.34,443.11
8.47,41.03,485.1
9.99,41.82,475.75
34.11,73.56,432.78
12.24,44.9,464.25
22.58,58.12,448.32
17.06,52.9,460.82
6.38,40.07,492.96
14.16,39.28,471.27
6.52,39.85,483.01
11.37,39.16,480.54
29.82,66.51,439.17
24.22,49.82,452.2
18.79,49.15,458.75
18.87,62.96,455.22
4.93,38.44,485.01
14.46,53.82,462.6
22.49,69.84,437.57
31.01,74.16,434.64
24.99,60.37,437.67
15.14,49.64,463.58
30.98,67.48,439.39
21.83,63.13,443.41
28.32,66.54,436.42
15.89,38.73,465.76
25.44,63.13,441.91
13.1,40.55,472.37
3.38,39.64,488.92
27.51,73.67,431.97
29.3,74.16,431.32
7.45,39.61,478.89
26.27,59.44,443.67
21.18,44.57,449.93
30.9,69.4,425.3
13.2,44.9,468.92
15.6,41.7,461.38
15.49,42.07,460.32
6.65,40.69,479.35
29.6,69.82,438.47
10.94,39.69,459.69
20.28,63.86,447.26
11.42,41.54,477.5
23.05,68.67,447.34
5.98,41.31,484.51
10.11,41.62,463.57
4.27,39.64,487.19
14.48,44.06,467.46
32.27,71.85,427.56
17.7,43.69,462.63
26.16,52.36,453.08
22.34,63.73,444.39
4.96,39.4,486.09
11.62,41.54,477.75
16.72,53.82,458.25
15.34,36.99,464.58
23.22,66.56,437.11
24.16,60.29,446.17
32.81,71.32,434.38
12.25,44.58,475.24
16.82,45.0,468.22
26.66,64.27,437.87
16.02,71.14,456.35
31.7,70.36,438.38
14.07,42.86,467.47
27.43,56.85,436.64
26.21,65.12,444.44
25.47,59.92,439.84
13.45,41.49,467.3
19.46,47.03,460.57
28.6,71.22,443.01
6.26,41.31,485.57
19.13,40.79,457.83
25.52,71.73,434.67
11.62,41.54,477.75
6.58,40.67,494.84
24.77,69.71,441.29
19.78,62.1,450.43
20.04,58.2,448.92
27.68,69.34,436.37
6.03,41.14,479.61
25.24,63.47,442.75
21.98,55.5,457.29
30.19,66.54,428.37
15.67,48.78,462.96
26.05,73.88,439.96
29.09,75.33,433.29
14.24,45.01,461.64
9.48,40.8,485.36
14.17,39.59,464.17
19.22,65.06,446.98
23.95,66.48,431.87
11.75,42.32,470.44
13.05,34.03,472.69
6.49,39.33,489.22
22.24,64.27,443.76
20.25,63.91,448.37
28.62,69.71,437.52
7.19,39.37,480.4
18.02,53.16,458.01
24.06,58.2,445.91
19.8,52.9,456.64
6.04,41.14,481.37
16.5,53.29,458.37
11.34,45.17,472.13
28.37,63.31,437.64
24.97,50.23,454.35
21.35,59.04,445.83
17.69,46.36,462.81
15.28,44.58,467.92
20.2,50.9,454.09
14.26,40.92,460.38
23.73,63.94,441.78
6.72,38.91,485.89
17.44,45.01,456.08
22.78,62.44,446.12
15.85,42.28,467.3
22.92,58.62,447.48
11.61,40.81,473.08
23.79,58.2,446.88
24.8,65.48,442.02
13.16,43.71,469.06
21.43,46.97,457.68
27.37,65.06,440.5
25.34,59.39,439.8
33.59,79.05,436.51
14.54,41.17,470.19
9.33,39.96,473.78
6.71,40.72,483.11
6.57,43.65,481.46
5.57,42.85,488.85
22.97,72.24,437.41
18.55,46.48,452.37
28.88,71.98,428.61
7.55,43.65,481.61
21.47,58.79,446.33
25.95,59.14,438.46
26.48,66.54,438.87
14.07,42.86,467.47
22.64,70.98,441.99
16.96,44.9,458.1
29.06,64.96,430.24
17.37,57.76,456.4
18.5,51.43,459.42
27.75,65.34,440.83
25.04,63.86,441.6
23.68,49.02,440.68
23.04,74.99,437.65
8.53,43.14,480.08
31.35,70.8,432.19
13.1,41.48,460.34
13.86,41.58,461.56
27.99,69.89,435.79
11.88,40.64,470.06
25.69,59.07,440.6
7.73,39.04,482.39
21.79,60.93,443.01
17.02,51.86,460.0
26.34,69.04,444.13
27.44,59.74,452.0
22.84,61.87,442.72
11.01,40.05,474.2
25.38,62.96,444.83
15.1,41.35,466.14
22.19,60.37,440.75
28.87,72.58,428.89
8.22,41.82,477.86
10.94,39.04,479.8
30.54,69.14,435.46
21.6,62.52,453.28
17.06,52.9,460.82
5.71,40.77,485.75
8.49,36.25,480.35
6.63,39.37,489.16
18.52,58.41,446.68
11.2,37.5,472.2
16.63,43.77,458.66
17.83,44.92,458.42
11.94,40.66,467.99
11.8,40.66,464.43
28.08,59.14,438.83
14.48,40.83,469.64
21.81,65.06,447.13
14.72,40.83,469.8
11.09,40.43,490.96
27.12,70.32,429.08
29.76,73.56,432.51
25.24,57.17,442.77
26.99,72.99,430.81
28.92,72.43,431.5
