nome,plataforma,genero,editora,vendas,lancamento,avaliacao-criticos,numero-criticos,avaliacao-usuarios,numero-usuarios,fabricante
Borderlands,X360,Shooter,Take-Two Interactive,3.23,20-Oct-09,84.0,83.0,8.3,612.0,Gearbox Software
Nurarihyon no Mago: Hyakki Ryouran Taisen,PS3,Fighting,Konami Digital Entertainment,0.02,,,,,,
DJ Max Fever,PSP,Misc,PM Studios,0.08,27-Jan-09,77.0,5.0,7.6,11.0,Pentavision Entertainment
WWE SmackDown vs Raw 2008,PS3,Fighting,THQ,1.29,13-Nov-07,74.0,27.0,7,30.0,Yuke's
LEGO Harry Potter: Years 1-4,PS3,Adventure,Warner Bros. Interactive Entertainment,1.09,29-Jun-10,79.0,42.0,7.9,32.0,Traveller's Tales
Jak and Daxter: The Lost Frontier,PSP,Platform,Sony Computer Entertainment,0.57,3-Nov-09,71.0,47.0,6.6,15.0,High Impact Games
Theatrhythm: Final Fantasy,3DS,Misc,Square Enix,0.45,3-Jul-12,78.0,60.0,8,96.0,Indies Zero
The Legend of Spyro: Dawn of the Dragon,PS3,Platform,Vivendi Games,0.39,21-Oct-08,59.0,22.0,6.3,16.0,Etranges Libellules
Iron Man 2,Wii,Action,Sega,0.31,4-May-10,41.0,11.0,4.8,10.0,"Sega Studios, San Francisco"
Tsuyo Kiss 2 Portable,PSP,Adventure,NetRevo,0.02,,,,,,
"Blast Works: Build, Trade, Destroy",Wii,Shooter,Eidos Interactive,0.09,11-Jun-08,78.0,30.0,8.1,15.0,BudCat
Madden NFL 10,PSP,Sports,Electronic Arts,0.65,14-Aug-09,,,7.8,5.0,EA Tiburon
Burnout Paradise,PS3,Racing,Electronic Arts,1.83,22-Jan-08,87.0,55.0,7.6,371.0,Criterion Games
The Elder Scrolls V: Skyrim,PS3,Role-Playing,Bethesda Softworks,5.29,11-Nov-11,92.0,16.0,6,2045.0,Bethesda Game Studios
Truth or Lies,X360,Misc,THQ,0.1,14-Sep-10,28.0,6.0,4.2,5.0,THQ
World Soccer Winning Eleven 2010: Aoki Samurai no Chousen,PS3,Sports,Konami Digital Entertainment,0.23,,,,,,
Omerta: City of Gangsters,PS3,Simulation,Konami Digital Entertainment,0.91,,,,,,
WWE 2K14,PS3,Sports,Take-Two Interactive,0.72,29-Oct-13,74.0,21.0,7.4,60.0,Yuke's
Dead Rising 2,X360,Action,Capcom,1.39,28-Sep-10,79.0,76.0,7.1,165.0,Blue Castle Games
Pro Yakyuu Spirits 4,PS3,Sports,Konami Digital Entertainment,0.07,,,,,,
LEGO Harry Potter: Years 5-7,3DS,Action,Warner Bros. Interactive Entertainment,0.3,11-Nov-11,71.0,7.0,5.7,6.0,Traveller's Tales
"Hanayaka Kana, Ware ga Ichizoku",PSP,Adventure,Idea Factory,0.01,,,,,,
Metal Gear Solid: Peace Walker HD Edition,PS3,Action,Konami Digital Entertainment,0.15,28-Aug-12,,,8.4,21.0,"Kojima Productions, Genki"
Taiko no Tatsujin Wii,Wii,Misc,Namco Bandai Games,0.67,,,,,,
Agarest Senki: Re-appearance,PS3,Role-Playing,Idea Factory,0.01,,,,,,
Jurassic: The Hunted,PS3,Shooter,Activision,0.15,3-Nov-09,,,tbd,,Activision
G-Force,X360,Action,Disney Interactive Studios,0.16,21-Jul-09,68.0,33.0,7,9.0,Eurocom Entertainment Software
Pro Evolution Soccer 2008,Wii,Sports,Konami Digital Entertainment,1.19,18-Mar-08,83.0,19.0,8.5,42.0,Konami
Speed,Wii,Racing,Unknown,0.05,29-Apr-10,,,tbd,,Zoo Games
White Knight Chronicles: International Edition,PS3,Role-Playing,Sony Computer Entertainment,0.87,2-Feb-10,64.0,77.0,7.6,198.0,Level 5
Naruto Shippuuden: Gekitou Ninja Taisen! EX,Wii,Fighting,Takara Tomy,0.1,,,,,,
Hayarigami 3: Keishichou Kaii Jiken File,PSP,Adventure,Nippon Ichi Software,0.01,,,,,,
Crazy Chicken Tales,Wii,Action,Conspiracy Entertainment,0.06,12-Jan-10,,,tbd,,Conspiracy Entertainment
WWII Aces,Wii,Simulation,Destineer,0.23,21-Mar-08,41.0,7.0,5.4,18.0,Arcade Moon
Mahjong Cub3D,3DS,Puzzle,Sunsoft,0.07,11-Oct-11,67.0,11.0,5.3,4.0,SunSoft
Blood Bowl,X360,Sports,Focus Home Interactive,0.14,26-Jan-10,61.0,28.0,5.5,17.0,Cyanide
Rayman Legends,X360,Platform,Ubisoft,0.24,3-Sep-13,90.0,35.0,8.1,160.0,Ubisoft Montpellier
Monster Jam,Wii,Racing,Activision,0.16,19-Nov-07,,,7.8,8.0,Activision
Ape Escape Academy,PSP,Misc,Sony Computer Entertainment,0.33,17-Jan-06,51.0,48.0,5.8,4.0,Shift
Hiiro no Kakera: Shin Tamayori Hime Denshou - Piece of Future,PSP,Adventure,Idea Factory,0.03,,,,,,
Guitar Hero III: Legends of Rock,Wii,Misc,Activision,4.56,26-Oct-08,86.0,36.0,8.3,78.0,Vicarious Visions
Virtua Tennis 4,Wii,Sports,Sega,0.12,10-May-11,65.0,15.0,tbd,,Sega
Luxor: The Wrath of Set,PSP,Puzzle,Mumbo Jumbo,0.02,17-Nov-06,60.0,16.0,tbd,,MumboJumbo
Madden NFL 25,PS4,Sports,Electronic Arts,0.52,12-Nov-13,73.0,11.0,5.5,82.0,EA Sports
2010 FIFA World Cup South Africa,Wii,Sports,Electronic Arts,0.4,27-Apr-10,70.0,19.0,6.3,9.0,Electronic Arts
DC Universe Online,PS3,Role-Playing,Sony Online Entertainment,0.47,11-Jan-11,67.0,46.0,7.5,128.0,WBIE
Spider-Man: Web of Shadows - Amazing Allies Edition,PSP,Action,Activision,0.15,,,,,,
428: Fuusa Sareta Shibuya de,PS3,Adventure,Spike,0.02,,,,,,
Mario & Sonic at the Olympic Games,Wii,Sports,Sega,7.91,,,,,,
Are You Smarter than a 5th Grader? Game Time,Wii,Puzzle,THQ,0.26,26-Oct-09,,,tbd,,THQ
Dynasty Warriors 6 Empires,X360,Action,Tecmo Koei,0.22,23-Jun-09,59.0,24.0,7.2,26.0,Omega Force
SBK X: Superbike World Championship,X360,Racing,Black Bean Games,0.15,7-Dec-10,74.0,14.0,8.3,8.0,Milestone S.r.l
Rock Band 2,Wii,Misc,MTV Games,1.0,18-Dec-08,92.0,10.0,7.4,37.0,Harmonix Music Systems
Lucha Libre AAA: Heroes del Ring,X360,Fighting,Konami Digital Entertainment,0.05,12-Oct-10,49.0,11.0,5.5,11.0,Immersion Software & Graphics
Army of Two: The Devil's Cartel,X360,Shooter,Electronic Arts,0.17,26-Mar-13,54.0,55.0,6.1,160.0,Visceral Games
Memories Off 6: Next Relation,X360,Adventure,5pb,0.01,,,,,,
Canvas 3: Nanairo no Kiseki,PSP,Adventure,GN Software,0.01,,,,,,
Call of Duty: Modern Warfare 2,X360,Shooter,Activision,13.17,10-Nov-09,94.0,100.0,6.1,2456.0,Infinity Ward
The Lord of the Rings: War in the North,X360,Action,Warner Bros. Interactive Entertainment,0.69,1-Nov-11,61.0,48.0,7.4,88.0,Snowblind Studios
Cabela's Survival: Shadows of Katmai,PS3,Sports,Activision,0.13,1-Nov-11,,,7.4,5.0,Activision
Blacksite: Area 51,X360,Shooter,Midway Games,0.55,12-Nov-07,62.0,48.0,6,58.0,Midway Studios - Austin
Boom Blox Bash Party,Wii,Puzzle,Electronic Arts,0.44,19-May-09,86.0,48.0,8.4,31.0,EA LA
The Golden Compass,PSP,Action,Sega,0.37,4-Dec-07,28.0,4.0,3.5,6.0,Shiny Entertainment
Ratchet & Clank: Size Matters,PSP,Platform,Sony Computer Entertainment,3.68,,,,,,
Anubis II,Wii,Platform,Metro 3D,0.06,18-Sep-07,19.0,5.0,2.2,21.0,Data Design Interactive
Hatsune Miku: Project Mirai 2,3DS,Action,Sega,0.17,,,,,,
Conflict: Denied Ops,X360,Shooter,Eidos Interactive,0.18,12-Feb-08,52.0,35.0,5,21.0,Pivotal Games
Bomberman Land,PSP,Misc,Hudson Entertainment,0.06,29-Jan-08,55.0,14.0,tbd,,Racjin
Hysteria Hospital: Emergency Ward,Wii,Action,Oxygen Interactive,0.05,16-Jun-09,53.0,10.0,tbd,,Gameinvest
NCAA Football 08,PS3,Sports,Electronic Arts,0.38,17-Jul-07,77.0,13.0,7.9,27.0,EA Sports
SimAnimals Africa,Wii,Simulation,Electronic Arts,0.11,27-Oct-09,53.0,7.0,tbd,,Electronic Arts
Bratz: Girlz Really Rock,Wii,Action,THQ,0.21,13-Oct-08,,,tbd,,Blitz Games
Family Party: Fitness Fun,Wii,Sports,D3Publisher,0.15,21-Sep-10,,,tbd,,Tamsoft
The Beatles: Rock Band,PS3,Misc,MTV Games,1.06,9-Sep-09,88.0,60.0,8.6,48.0,Harmonix Music Systems
The Adventures of Tintin: The Game,X360,Action,Ubisoft,0.21,6-Dec-11,63.0,35.0,5.8,8.0,Ubisoft Montpellier
Mahou Sensei Negima!? Neo-Pactio Fight!!,Wii,Fighting,Marvelous Interactive,0.01,,,,,,
Rango: The Video Game,X360,Action,Electronic Arts,0.11,1-Mar-11,68.0,25.0,7.8,8.0,Behaviour Interactive
WWE 2K14,X360,Sports,Take-Two Interactive,0.72,29-Oct-13,75.0,42.0,7.4,65.0,Yuke's
Skate 3,PS3,Sports,Electronic Arts,1.52,11-May-10,80.0,46.0,7.3,44.0,EA Black Box
Kenka Banchou Portable,PSP,Action,Spike,0.01,,,,,,
Damnation,X360,Shooter,Codemasters,0.07,26-May-09,36.0,39.0,5.7,46.0,Blue Omega
ATV Offroad Fury Pro,PSP,Racing,Sony Computer Entertainment,0.43,26-Oct-06,76.0,32.0,tbd,,Climax Group
Need for Speed: Hot Pursuit,X360,Racing,Electronic Arts,2.08,16-Nov-10,88.0,73.0,7,174.0,Criterion Games
Pool Hall Pro,Wii,Sports,Playlogic Game Factory,0.05,9-Jun-09,62.0,5.0,tbd,,Icon Games
Lightning Returns: Final Fantasy XIII,PS3,Role-Playing,Square Enix,0.42,11-Feb-14,66.0,40.0,6,157.0,Square Enix
GRID,X360,Racing,Codemasters,0.85,3-Jun-08,87.0,62.0,7.9,114.0,Codemasters
Monster Trux Arenas: Special Edition,Wii,Racing,Popcorn Arcade,0.04,,,,,,
BlazBlue: Continuum Shift II,3DS,Fighting,PQube,0.09,31-May-11,64.0,14.0,6.4,16.0,Arc System Works
Dreamworks Madagascar Kartz,PS3,Racing,Activision,0.27,23-Oct-09,,,tbd,,Sidhe Interactive
Brunswick Pro Bowling,X360,Sports,505 Games,0.42,15-Feb-11,44.0,4.0,tbd,,Crave
Ratatouille,Wii,Platform,THQ,0.48,26-Jun-07,62.0,16.0,6.5,11.0,Asobo Studio
NHL 2K11,Wii,Sports,Take-Two Interactive,0.25,24-Aug-10,62.0,12.0,5.2,5.0,Visual Concepts
Spy Fox in Dry Cereal,Wii,Adventure,Majesco Entertainment,0.06,29-Aug-08,,,tbd,,Humongous Entertainment
Madden NFL 07,PSP,Sports,Unknown,0.83,22-Aug-06,78.0,18.0,6.4,14.0,EA Tiburon
Military History: Commander - Europe at War,PSP,Strategy,Slitherine Software,0.01,6-Dec-10,,,tbd,,Slitherine
Bass Pro Shops: The Strike,X360,Sports,XS Games,0.2,6-Oct-09,63.0,4.0,5.8,5.0,Piranha Games
Family Party: 30 Great Games Outdoor Fun,Wii,Misc,D3Publisher,0.15,29-Sep-09,,,tbd,,Tamsoft
Sengoku Musou 3 Empires,PS3,Action,Tecmo Koei,0.14,,,,,,
Cabela's Big Game Hunter 2010,X360,Sports,Activision Value,0.26,29-Sep-09,,,5.6,5.0,Activision
Namco Museum Battle Collection (JP sales),PSP,Misc,Sony Computer Entertainment,0.02,,,,,,
Cardfight!! Vanguard: Ride to Victory,3DS,Misc,FuRyu,0.09,,,,,,
Tenchu: Shadow Assassins,Wii,Action,Ubisoft,0.19,5-Feb-09,70.0,35.0,8.6,18.0,Acquire
I Love Horses: Rider's Paradise,Wii,Simulation,Destineer,0.01,30-Mar-11,,,tbd,,Destineer
Zero: Tsukihami no Kamen,Wii,Action,Nintendo,0.08,,,,,,
Scene It? Bright Lights! Big Screen!,PS3,Misc,Warner Bros. Interactive Entertainment,0.11,,,,,,
LEGO Rock Band,PS3,Misc,Warner Bros. Interactive Entertainment,0.36,3-Nov-09,75.0,36.0,7.5,16.0,TT Fusion
Dead Rising,X360,Action,Capcom,2.03,8-Aug-06,85.0,82.0,7.7,449.0,Capcom
Star Trek: Conquest,Wii,Strategy,Bethesda Softworks,0.12,20-Nov-07,49.0,18.0,4.9,11.0,4J Studios
Winter Sports 2: The Next Challenge,X360,Sports,RTL,0.06,18-Nov-08,41.0,8.0,tbd,,49Games
Top Spin 3,PS3,Sports,Take-Two Interactive,0.54,23-Jun-08,75.0,36.0,7.3,15.0,Pam Development
Captain America: Super Soldier,Wii,Action,Sega,0.05,19-Jul-11,57.0,16.0,6.4,5.0,High Voltage Software
Pro Yakyuu Spirits 2011,PS3,Sports,Konami Digital Entertainment,0.18,,,,,,
Enchanted Arms (JP sales),PS3,Role-Playing,Ubisoft,0.04,,,,,,
LEGO Indiana Jones 2: The Adventure Continues,PS3,Adventure,Activision,0.8,17-Nov-09,70.0,25.0,6.4,8.0,Traveller's Tales
New Super Mario Bros. 2,3DS,Platform,Nintendo,7.28,19-Aug-12,78.0,70.0,7.1,247.0,Nintendo
Luigi's Mansion: Dark Moon,3DS,Adventure,Nintendo,3.47,24-Mar-13,86.0,74.0,8.6,276.0,Next Level Games
Dream C Club Zero,X360,Simulation,D3Publisher,0.03,,,,,,
X-Men Origins: Wolverine,Wii,Action,Activision,0.24,1-May-09,53.0,8.0,3.8,5.0,Amaze Entertainment
Wing Island,Wii,Simulation,Konami Digital Entertainment,0.04,20-Mar-07,47.0,32.0,4.9,8.0,CAProduction
The Idolm@ster SP: Wandering Star / Perfect Sun / Missing Moon,PSP,Adventure,Namco Bandai Games,0.23,,,,,,
Major League Baseball 2K9,PS3,Sports,Spike,0.17,3-Mar-09,61.0,19.0,4,6.0,2K Sports
Lego Marvel Super Heroes,PSV,Action,Warner Bros. Interactive Entertainment,0.17,22-Oct-13,,,4.9,14.0,TT Games
Ridge Racer 3D,3DS,Racing,Namco Bandai Games,0.46,22-Mar-11,75.0,59.0,7.1,49.0,Namco Bandai Games
MTX Mototrax,PSP,Racing,Activision,0.05,28-Jun-06,67.0,8.0,tbd,,Left Field Productions
Jikkyou Powerful Pro Yakyuu 2012,PSV,Action,Konami Digital Entertainment,0.09,,,,,,
Conan,X360,Action,THQ,0.17,23-Oct-07,69.0,49.0,7.4,62.0,Nihilistic
SingStar: Back to the 80s,PS3,Misc,Sony Computer Entertainment,0.17,,,,,,
Pictionary: Ultimate Edition,PS3,Misc,THQ,0.18,15-Nov-11,62.0,4.0,tbd,,Page 44 Studios
Epic Mickey: Power of Illusion,3DS,Action,Disney Interactive Studios,0.29,,,,,,
NCAA Football 14,PS3,Sports,Electronic Arts,0.68,9-Jul-13,77.0,9.0,5.5,31.0,EA Tiburon
Forza Motorsport 5,XOne,Racing,Microsoft Game Studios,1.01,22-Nov-13,80.0,73.0,5.4,662.0,Turn 10
Onore no Shinzuru Michi wo Yuke,PSP,Puzzle,From Software,0.01,,,,,,
Backyard Baseball '09,Wii,Sports,Atari,0.04,10-Jun-08,37.0,4.0,7.8,5.0,Humongous Entertainment
Metal Slug Anthology,Wii,Shooter,Ignition Entertainment,0.13,14-Dec-06,73.0,38.0,7.8,18.0,Terminal Reality
NCAA Football 08,X360,Sports,Electronic Arts,0.68,17-Jul-07,81.0,30.0,7.7,43.0,EA Sports
Buzz! Quiz World,PS3,Misc,Sony Computer Entertainment,0.85,,,,,,
Ouchi Mainichi Tamagotchi,3DS,Action,Namco Bandai Games,0.09,,,,,,
Busou Shinki: Battle Masters,PSP,Action,Konami Digital Entertainment,0.07,,,,,,
Ratchet & Clank Collection,PS3,Action,Sony Computer Entertainment,0.47,,,,,,
Akai Katana Shin,X360,Shooter,Cave,0.04,15-May-12,75.0,17.0,8,21.0,Cave
TV Total Events,Wii,Misc,7G//AMES,0.01,,,,,,
Hakuouki: Zuisouroku Portable,PSP,Adventure,Idea Factory,0.09,,,,,,
Deca Sports,Wii,Sports,Konami Digital Entertainment,2.46,13-May-08,50.0,23.0,5.8,13.0,CAProduction
Reader Rabbit 2nd Grade,Wii,Misc,Unknown,0.04,4-May-10,,,tbd,,
DreamWorks Super Star Kartz,X360,Racing,Activision,0.05,15-Nov-11,,,tbd,,Activision
Syndicate,X360,Shooter,Electronic Arts,0.14,21-Feb-12,74.0,65.0,7.1,157.0,Starbreeze
Little League World Series Baseball 2010,X360,Sports,Activision,0.07,13-Jul-10,55.0,4.0,tbd,,Now Production
Disney Universe,Wii,Action,Disney Interactive Studios,0.9,25-Oct-11,61.0,11.0,5.8,4.0,Eurocom Entertainment Software
Just Dance 2014,XOne,Misc,Ubisoft,0.18,19-Nov-13,71.0,6.0,6.8,42.0,Ubisoft
Radirgy Noa Wii,Wii,Shooter,Milestone,0.01,,,,,,
Fight Night Round 4,PS3,Fighting,Electronic Arts,1.46,23-Jun-09,88.0,47.0,7.6,85.0,EA Canada
"Carnival Games: Monkey See, Monkey Do!",X360,Misc,Take-Two Interactive,0.27,5-Apr-11,56.0,12.0,5.5,6.0,Take-Two Interactive
Family Fest Presents Circus Games,Wii,Misc,Ubisoft,0.44,21-Oct-08,,,tbd,,Kuju Entertainment
The Saboteur,PS3,Action,Electronic Arts,0.43,8-Dec-09,72.0,54.0,8.2,97.0,Pandemic Studios
SBK Superbike World Championship,PSP,Racing,Black Bean Games,0.01,17-Mar-09,,,tbd,,Milestone S.r.l
FIFA Soccer 13,PSV,Action,Electronic Arts,0.32,25-Sep-12,57.0,9.0,4,83.0,Electronic Arts
Call of Duty: Ghosts,X360,Shooter,Activision,8.08,5-Nov-13,73.0,29.0,2.3,1730.0,Infinity Ward
Tom Clancy's Ghost Recon Advanced Warfighter,X360,Shooter,Ubisoft,1.5,9-Mar-06,90.0,78.0,7.9,185.0,Ubisoft Paris
Rogue Trooper: Quartz Zone Massacre,Wii,Shooter,Reef Entertainment,0.07,4-Dec-09,70.0,14.0,8.3,4.0,Rebellion
Smash Court Tennis 3,PSP,Sports,Namco Bandai Games,0.04,16-Jul-07,68.0,30.0,tbd,,Namco Bandai Games America
Tiger Woods PGA Tour 13,PS3,Sports,Electronic Arts,0.44,27-Mar-12,75.0,14.0,5.7,9.0,Electronic Arts
The Naked Brothers Band: The Video Game,Wii,Misc,THQ,0.21,,,,,,
Fairytale Fights,X360,Action,Playlogic Game Factory,0.15,27-Oct-09,51.0,47.0,6.5,8.0,"Playlogic, Game Factory"
The $1 Pyramid,Wii,Misc,Ubisoft,0.07,,,,,,
Rayman Raving Rabbids: TV Party,Wii,Misc,Ubisoft,1.99,18-Nov-08,73.0,24.0,7.5,20.0,"Ubisoft Paris, Ubisoft Montpellier"
Brink,PS3,Shooter,Bethesda Softworks,0.67,10-May-11,72.0,39.0,6,151.0,Splash Damage
LEGO Harry Potter: Years 5-7,X360,Action,Warner Bros. Interactive Entertainment,0.79,11-Nov-11,77.0,35.0,7.8,33.0,Traveller's Tales
Rocksmith 2014,X360,Misc,Ubisoft,0.46,,,,,,
Saru! Get You! SaruSaru Daisakusen,PSP,Platform,Sony Computer Entertainment,0.03,,,,,,
Stacked with Daniel Negreanu,PSP,Misc,Myelin Media,0.03,6-Oct-06,63.0,13.0,tbd,,3G Studios
Ashes Cricket 2009,X360,Sports,Codemasters,0.19,,,,,,
Code Lyoko: Quest for Infinity,PSP,Action,Game Factory,0.03,21-Jul-08,,,tbd,,Neko Entertainment
Tiger Woods PGA Tour 07,PS3,Sports,Electronic Arts,0.49,14-Nov-06,81.0,30.0,tbd,,EA Redwood Shores
World Series of Poker: Tournament of Champions 2007 Edition,X360,Misc,Activision,0.15,,,,,,
Eiyuu * Senki,PS3,Adventure,5pb,0.01,,,,,,
The BIGS,X360,Sports,Take-Two Interactive,0.26,25-Jun-07,79.0,23.0,8.9,20.0,Blue Castle Games
Syndicate,PS3,Shooter,EA Games,0.11,21-Feb-12,75.0,29.0,6.5,94.0,Starbreeze
Nobunaga's Ambition (3DS),3DS,Simulation,Tecmo Koei,0.03,,,,,,
The Hardy Boys: The Hidden Theft,Wii,Adventure,The Adventure Company,0.09,29-Sep-09,50.0,5.0,tbd,,XPEC Entertainment Inc.
Summer Athletics: The Ultimate Challenge (Others sales),Wii,Sports,DTP Entertainment,0.22,,,,,,
No Fate! Only the Power of Will,X360,Adventure,Alchemist,0.01,,,,,,
Toriko: Gourmet Survival!,PSP,Role-Playing,Namco Bandai Games,0.36,,,,,,
The Lord of the Rings: The Battle for Middle-Earth II,X360,Strategy,Electronic Arts,0.03,5-Jul-06,79.0,50.0,7.5,71.0,EA LA
Open Season,PSP,Platform,Ubisoft,0.07,19-Sep-06,,,tbd,,Ubisoft
Rise of the Argonauts,X360,Role-Playing,Codemasters,0.16,16-Dec-08,54.0,43.0,7.4,44.0,Liquid Entertainment
Hot Shots Tennis: Get a Grip,PSP,Sports,Sony Computer Entertainment,0.18,29-Jun-10,80.0,27.0,8.5,13.0,Clap Hanz
SpongeBob's Truth or Square (US sales),X360,Action,THQ,0.24,,,,,,
Dancing With The Stars,Wii,Misc,Activision,0.24,23-Oct-07,42.0,5.0,6.2,5.0,Zoe Mode
WWE SmackDown vs. Raw 2010,PS3,Fighting,THQ,1.14,20-Oct-09,81.0,38.0,8.1,38.0,Yuke's
Prince of Persia,PS3,Adventure,Ubisoft,1.03,2-Dec-08,85.0,59.0,7.2,188.0,Ubisoft Montreal
Capcom Classics Collection Reloaded,PSP,Misc,Capcom,0.3,24-Oct-06,75.0,27.0,tbd,,Capcom
After Hours Athletes,PS3,Sports,Sony Computer Entertainment,0.04,,,,,,
Just Dance 3,Wii,Misc,Ubisoft,9.87,7-Oct-11,74.0,15.0,7.6,12.0,Ubisoft
Frogger 3D,3DS,Action,Konami Digital Entertainment,0.15,20-Sep-11,54.0,11.0,4.8,6.0,Alpha Unit
Ken to Mahou to Gakuen Mono. 3,PS3,Role-Playing,Acquire,0.07,,,,,,
Tiger Woods PGA Tour 09,PSP,Sports,Electronic Arts,0.35,26-Aug-08,53.0,4.0,5.5,6.0,EA Tiburon
Blacksite: Area 51,PS3,Shooter,Midway Games,0.08,10-Dec-07,56.0,23.0,6.1,14.0,Midway Studios - Austin
Battle Princess of Arcadias,PS3,Role-Playing,Nippon Ichi Software,0.02,TBA 2014,,,,,ApolloSoft
Gears of War 2,X360,Shooter,Microsoft Game Studios,6.66,7-Nov-08,93.0,90.0,7.6,2442.0,Epic Games
Tears to Tiara II: Haou no Matsuei,PS3,Role-Playing,Aqua Plus,0.04,,,,,,
Harry Potter and the Deathly Hallows - Part 2,PS3,Action,Electronic Arts,0.26,12-Jul-11,43.0,21.0,5.2,19.0,
Okami,Wii,Adventure,Capcom,0.55,15-Apr-08,90.0,44.0,8.9,190.0,Ready at Dawn
Wanted: Weapons of Fate,X360,Shooter,Warner Bros. Interactive Entertainment,0.35,24-Mar-09,62.0,61.0,7.7,21.0,GRIN
Kane & Lynch 2: Dog Days,PS3,Shooter,Square Enix,0.55,,,,,,
L.G.S: Shinsetsu Houshinengi,PSP,Action,Idea Factory,0.02,,,,,,
NBA 2K14,X360,Sports,Take-Two Interactive,1.81,1-Oct-13,87.0,23.0,5,104.0,Visual Concepts
NCAA Football 12,X360,Sports,Electronic Arts,0.96,12-Jul-11,82.0,25.0,6.5,47.0,EA Sports
Madden NFL 13,WiiU,Sports,Electronic Arts,0.07,13-Nov-12,75.0,9.0,6.6,23.0,EA Tiburon
Rayman Origins,PSV,Platform,Ubisoft,0.41,15-Feb-12,88.0,54.0,8.5,226.0,UBlart Montpellier
Transformers: Fall of Cybertron,PS3,Action,Activision,0.28,21-Aug-12,77.0,32.0,8.1,67.0,High Moon Studios
NBA Live 08,Wii,Sports,Electronic Arts,0.15,1-Oct-07,52.0,11.0,7.1,21.0,EA Canada
Crayon Shin-Chan: Uchuu de Achoo!? Yuujou no Oba-Karate!!,3DS,Action,Namco Bandai Games,0.02,,,,,,
Deadliest Warrior: Ancient Combat,PS3,Fighting,Cloud Imperium Games Corporation,0.03,17-Apr-12,,,tbd,,"Pipeworks Software, Inc."
IL-2 Sturmovik: Birds of Prey,PS3,Simulation,505 Games,0.65,8-Sep-09,81.0,28.0,7,17.0,Gaijin Entertainment
Sengoku Basara: Battle Heroes,PSP,Action,Capcom,0.26,,,,,,
Let's Play Garden,Wii,Simulation,Deep Silver,0.02,25-May-10,,,tbd,,Deep Silver
Naruto Shippuuden: Gekitou Ninja Taisen! EX 2,Wii,Fighting,Takara Tomy,0.09,,,,,,
Guitar Hero: Van Halen,Wii,Misc,Activision,0.26,22-Dec-09,50.0,12.0,4.5,4.0,Neversoft Entertainment
Star Wars: The Force Unleashed II,Wii,Action,LucasArts,0.68,26-Oct-10,71.0,10.0,7.8,26.0,"LucasArts, Red Fly Studio"
Cars: Race-O-Rama,Wii,Racing,THQ,0.97,12-Oct-09,58.0,7.0,tbd,,Incinerator Games
EA Sports MMA,X360,Fighting,Electronic Arts,0.28,19-Oct-10,79.0,63.0,7,47.0,EA Tiburon
Tiger Woods PGA Tour 10,X360,Sports,Electronic Arts,0.63,8-Jun-09,80.0,51.0,7.1,18.0,EA Tiburon
Sleeping Dogs,X360,Action,Square Enix ,0.78,14-Aug-12,80.0,47.0,7.7,378.0,United Front Games
Call of Duty: World at War,Wii,Shooter,Activision,1.89,10-Nov-08,83.0,19.0,7.6,70.0,Exakt
Genroh,PSP,Action,Idea Factory,0.02,,,,,,
The Legend of Zelda: Ocarina of Time,3DS,Action,Nintendo,3.29,,,,,,
Naruto Shippuden: Ultimate Ninja Storm 3,X360,Fighting,Namco Bandai Games,0.37,5-Mar-13,70.0,16.0,7.7,48.0,Namco Bandai Games
Pro Evolution Soccer 2011 3D,3DS,Sports,Konami Digital Entertainment,0.35,25-Mar-11,73.0,43.0,6.5,15.0,Konami
Moe Moe 2-ji Taisen (Ryoku) * Deluxe,PSP,Adventure,System Soft,0.02,,,,,,
Pac-Man & Galaga Dimensions,3DS,Misc,Namco Bandai Games,0.16,,,,,,
007: Quantum of Solace,Wii,Action,Activision,0.62,,,,,,
Mobile Suit Gundam: Crossfire,PS3,Simulation,Namco Bandai Games,0.19,13-Nov-06,33.0,31.0,4.7,41.0,Bec
Gretzky NHL 06,PSP,Sports,Sony Computer Entertainment,0.14,4-Oct-05,65.0,22.0,tbd,,Page 44 Studios
Fullmetal Alchemist: Prince of the Dawn,Wii,Adventure,Square Enix,0.01,,,,,,
Tiger Woods PGA Tour 09,PS3,Sports,Electronic Arts,0.64,26-Aug-08,82.0,34.0,7.2,9.0,EA Tiburon
JoJo's Bizarre Adventure: All Star Battle,PS3,Fighting,Namco Bandai Games,0.49,Q2 2014,,,,,CyberConnect2
Tiger Woods PGA Tour 12: The Masters,Wii,Sports,Electronic Arts,0.32,29-Mar-11,85.0,14.0,7.7,6.0,Electronic Arts
Move Fitness,PS3,Sports,Sony Computer Entertainment,0.19,26-Mar-13,61.0,12.0,tbd,,Coldwood Interactive
EA Sports Active 2,X360,Sports,Electronic Arts,0.36,16-Nov-10,68.0,21.0,5.4,9.0,EA Canada
DMC,X360,Action,Capcom,0.33,15-Jan-13,86.0,65.0,4.9,1276.0,Ninja Theory
Turbo Trainz,Wii,Racing,Mastertronic,0.01,Canceled,,,,,Broken Switch Studios
Street Fighter X Tekken,X360,Fighting,Capcom,0.39,6-Mar-12,83.0,45.0,4.2,162.0,Capcom
Wonder World Amusement Park,Wii,Misc,Majesco Entertainment,0.04,8-Jul-08,37.0,9.0,tbd,,Coyote Console
